START_DATE,CCN
2012-04-02,62
2012-04-03,85
2012-04-04,93
2012-04-05,75
2012-04-06,76
2012-04-07,68
2012-04-08,72
2012-04-09,63
2012-04-10,63
2012-04-11,65
2012-04-12,70
2012-04-13,105
2012-04-14,88
2012-04-15,97
2012-04-16,72
2012-04-17,101
2012-04-18,101
2012-04-19,88
2012-04-20,113
2012-04-21,92
2012-04-22,87
2012-04-23,68
2012-04-24,106
2012-04-25,91
2012-04-26,99
2012-04-27,105
2012-04-28,97
2012-04-29,83
2012-04-30,88
2012-05-01,89
2012-05-02,86
2012-05-03,72
2012-05-04,84
2012-05-05,99
2012-05-06,93
2012-05-07,89
2012-05-08,96
2012-05-09,87
2012-05-10,88
2012-05-11,89
2012-05-12,84
2012-05-13,96
2012-05-14,87
2012-05-15,92
2012-05-16,103
2012-05-17,96
2012-05-18,110
2012-05-19,124
2012-05-20,107
2012-05-21,98
2012-05-22,93
2012-05-23,102
2012-05-24,89
2012-05-25,115
2012-05-26,108
2012-05-27,74
2012-05-28,97
2012-05-29,98
2012-05-30,91
2012-05-31,105
2012-06-01,118
2012-06-02,100
2012-06-03,84
2012-06-04,101
2012-06-05,92
2012-06-06,89
2012-06-07,116
2012-06-08,115
2012-06-09,93
2012-06-10,84
2012-06-11,96
2012-06-12,86
2012-06-13,103
2012-06-14,113
2012-06-15,125
2012-06-16,109
2012-06-17,98
2012-06-18,87
2012-06-19,103
2012-06-20,88
2012-06-21,90
2012-06-22,95
2012-06-23,96
2012-06-24,97
2012-06-25,113
2012-06-26,104
2012-06-27,105
2012-06-28,81
2012-06-29,97
2012-06-30,103
2012-07-01,115
2012-07-02,79
2012-07-03,103
2012-07-04,90
2012-07-05,111
2012-07-06,112
2012-07-07,112
2012-07-08,77
2012-07-09,99
2012-07-10,88
2012-07-11,98
2012-07-12,106
2012-07-13,114
2012-07-14,99
2012-07-15,107
2012-07-16,116
2012-07-17,99
2012-07-18,120
2012-07-19,125
2012-07-20,122
2012-07-21,113
2012-07-22,108
2012-07-23,108
2012-07-24,114
2012-07-25,108
2012-07-26,94
2012-07-27,105
2012-07-28,98
2012-07-29,95
2012-07-30,101
2012-07-31,111
2012-08-01,105
2012-08-02,110
2012-08-03,103
2012-08-04,120
2012-08-05,146
2012-08-06,110
2012-08-07,100
2012-08-08,90
2012-08-09,131
2012-08-10,103
2012-08-11,128
2012-08-12,111
2012-08-13,106
2012-08-14,93
2012-08-15,99
2012-08-16,100
2012-08-17,134
2012-08-18,110
2012-08-19,98
2012-08-20,89
2012-08-21,110
2012-08-22,95
2012-08-23,122
2012-08-24,112
2012-08-25,116
2012-08-26,103
2012-08-27,103
2012-08-28,107
2012-08-29,100
2012-08-30,124
2012-08-31,125
2012-09-01,109
2012-09-02,96
2012-09-03,95
2012-09-04,95
2012-09-05,103
2012-09-06,92
2012-09-07,108
2012-09-08,104
2012-09-09,83
2012-09-10,93
2012-09-11,99
2012-09-12,106
2012-09-13,103
2012-09-14,93
2012-09-15,130
2012-09-16,86
2012-09-17,102
2012-09-18,106
2012-09-19,112
2012-09-20,106
2012-09-21,118
2012-09-22,105
2012-09-23,99
2012-09-24,113
2012-09-25,108
2012-09-26,108
2012-09-27,82
2012-09-28,129
2012-09-29,123
2012-09-30,99
2012-10-01,122
2012-10-02,98
2012-10-03,114
2012-10-04,92
2012-10-05,127
2012-10-06,123
2012-10-07,73
2012-10-08,94
2012-10-09,94
2012-10-10,109
2012-10-11,106
2012-10-12,114
2012-10-13,114
2012-10-14,107
2012-10-15,122
2012-10-16,109
2012-10-17,99
2012-10-18,100
2012-10-19,117
2012-10-20,136
2012-10-21,106
2012-10-22,109
2012-10-23,113
2012-10-24,127
2012-10-25,85
2012-10-26,107
2012-10-27,120
2012-10-28,100
2012-10-29,45
2012-10-30,58
2012-10-31,119
2012-11-01,73
2012-11-02,96
2012-11-03,99
2012-11-04,76
2012-11-05,88
2012-11-06,94
2012-11-07,104
2012-11-08,94
2012-11-09,121
2012-11-10,105
2012-11-11,100
2012-11-12,85
2012-11-13,116
2012-11-14,106
2012-11-15,97
2012-11-16,105
2012-11-17,117
2012-11-18,92
2012-11-19,110
2012-11-20,95
2012-11-21,98
2012-11-22,67
2012-11-23,96
2012-11-24,103
2012-11-25,81
2012-11-26,110
2012-11-27,98
2012-11-28,91
2012-11-29,75
2012-11-30,111
2012-12-01,116
2012-12-02,71
2012-12-03,79
2012-12-04,117
2012-12-05,113
2012-12-06,80
2012-12-07,118
2012-12-08,115
2012-12-09,97
2012-12-10,121
2012-12-11,88
2012-12-12,93
2012-12-13,105
2012-12-14,126
2012-12-15,138
2012-12-16,103
2012-12-17,114
2012-12-18,103
2012-12-19,103
2012-12-20,123
2012-12-21,107
2012-12-22,106
2012-12-23,73
2012-12-24,87
2012-12-25,60
2012-12-26,75
2012-12-27,68
2012-12-28,93
2012-12-29,83
2012-12-30,77
2012-12-31,74
2013-01-01,76
2013-01-02,70
2013-01-03,67
2013-01-04,104
2013-01-05,100
2013-01-06,73
2013-01-07,84
2013-01-08,84
2013-01-09,81
2013-01-10,100
2013-01-11,122
2013-01-12,87
2013-01-13,84
2013-01-14,101
2013-01-15,92
2013-01-16,55
2013-01-17,89
2013-01-18,91
2013-01-19,100
2013-01-20,111
2013-01-21,108
2013-01-22,80
2013-01-23,89
2013-01-24,95
2013-01-25,80
2013-01-26,87
2013-01-27,99
2013-01-28,88
2013-01-29,89
2013-01-30,89
2013-01-31,87
2013-02-01,97
2013-02-02,95
2013-02-03,72
2013-02-04,88
2013-02-05,77
2013-02-06,81
2013-02-07,78
2013-02-08,116
2013-02-09,80
2013-02-10,74
2013-02-11,79
2013-02-12,84
2013-02-13,87
2013-02-14,86
2013-02-15,78
2013-02-16,75
2013-02-17,63
2013-02-18,63
2013-02-19,76
2013-02-20,70
2013-02-21,69
2013-02-22,83
2013-02-23,82
2013-02-24,76
2013-02-25,80
2013-02-26,64
2013-02-27,62
2013-02-28,86
2013-03-01,109
2013-03-02,84
2013-03-03,55
2013-03-04,68
2013-03-05,83
2013-03-06,63
2013-03-07,108
2013-03-08,90
2013-03-09,94
2013-03-10,92
2013-03-11,85
2013-03-12,65
2013-03-13,72
2013-03-14,87
2013-03-15,99
2013-03-16,94
2013-03-17,88
2013-03-18,69
2013-03-19,93
2013-03-20,76
2013-03-21,76
2013-03-22,65
2013-03-23,109
2013-03-24,70
2013-03-25,97
2013-03-26,78
2013-03-27,102
2013-03-28,87
2013-03-29,87
2013-03-30,97
2013-03-31,76
2013-04-01,77
2013-04-02,79
2013-04-03,75
2013-04-04,82
2013-04-05,95
2013-04-06,90
2013-04-07,77
2013-04-08,70
2013-04-09,65
2013-04-10,87
2013-04-11,86
2013-04-12,104
2013-04-13,95
2013-04-14,97
2013-04-15,106
2013-04-16,92
2013-04-17,98
2013-04-18,80
2013-04-19,91
2013-04-20,96
2013-04-21,88
2013-04-22,94
2013-04-23,100
2013-04-24,94
2013-04-25,80
2013-04-26,102
2013-04-27,111
2013-04-28,113
2013-04-29,103
2013-04-30,93
2013-05-01,91
2013-05-02,98
2013-05-03,96
2013-05-04,103
2013-05-05,109
2013-05-06,99
2013-05-07,70
2013-05-08,76
2013-05-09,99
2013-05-10,112
2013-05-11,101
2013-05-12,83
2013-05-13,88
2013-05-14,94
2013-05-15,100
2013-05-16,106
2013-05-17,102
2013-05-18,139
2013-05-19,92
2013-05-20,114
2013-05-21,104
2013-05-22,105
2013-05-23,105
2013-05-24,133
2013-05-25,101
2013-05-26,121
2013-05-27,107
2013-05-28,106
2013-05-29,110
2013-05-30,110
2013-05-31,99
2013-06-01,119
2013-06-02,115
2013-06-03,113
2013-06-04,82
2013-06-05,82
2013-06-06,86
2013-06-07,93
2013-06-08,103
2013-06-09,94
2013-06-10,105
2013-06-11,81
2013-06-12,120
2013-06-13,81
2013-06-14,114
2013-06-15,119
2013-06-16,98
2013-06-17,104
2013-06-18,93
2013-06-19,114
2013-06-20,124
2013-06-21,139
2013-06-22,137
2013-06-23,121
2013-06-24,124
2013-06-25,114
2013-06-26,110
2013-06-27,108
2013-06-28,122
2013-06-29,112
2013-06-30,101
2013-07-01,97
2013-07-02,84
2013-07-03,118
2013-07-04,103
2013-07-05,93
2013-07-06,92
2013-07-07,94
2013-07-08,97
2013-07-09,101
2013-07-10,88
2013-07-11,116
2013-07-12,107
2013-07-13,122
2013-07-14,103
2013-07-15,84
2013-07-16,88
2013-07-17,80
2013-07-18,97
2013-07-19,90
2013-07-20,116
2013-07-21,97
2013-07-22,97
2013-07-23,107
2013-07-24,103
2013-07-25,124
2013-07-26,117
2013-07-27,123
2013-07-28,109
2013-07-29,105
2013-07-30,118
2013-07-31,112
2013-08-01,100
2013-08-02,97
2013-08-03,123
2013-08-04,105
2013-08-05,77
2013-08-06,102
2013-08-07,115
2013-08-08,107
2013-08-09,126
2013-08-10,105
2013-08-11,114
2013-08-12,115
2013-08-13,109
2013-08-14,91
2013-08-15,103
2013-08-16,116
2013-08-17,100
2013-08-18,111
2013-08-19,97
2013-08-20,93
2013-08-21,98
2013-08-22,101
2013-08-23,124
2013-08-24,116
2013-08-25,95
2013-08-26,100
2013-08-27,106
2013-08-28,101
2013-08-29,108
2013-08-30,138
2013-08-31,119
2013-09-01,103
2013-09-02,85
2013-09-03,112
2013-09-04,89
2013-09-05,81
2013-09-06,135
2013-09-07,101
2013-09-08,102
2013-09-09,97
2013-09-10,97
2013-09-11,106
2013-09-12,95
2013-09-13,131
2013-09-14,115
2013-09-15,103
2013-09-16,101
2013-09-17,108
2013-09-18,126
2013-09-19,109
2013-09-20,130
2013-09-21,139
2013-09-22,106
2013-09-23,108
2013-09-24,127
2013-09-25,127
2013-09-26,124
2013-09-27,132
2013-09-28,120
2013-09-29,127
2013-09-30,109
2013-10-01,111
2013-10-02,89
2013-10-03,99
2013-10-04,116
2013-10-05,119
2013-10-06,124
2013-10-07,102
2013-10-08,95
2013-10-09,95
2013-10-10,83
2013-10-11,105
2013-10-12,105
2013-10-13,124
2013-10-14,95
2013-10-15,117
2013-10-16,117
2013-10-17,121
2013-10-18,115
2013-10-19,128
2013-10-20,80
2013-10-21,105
2013-10-22,99
2013-10-23,92
2013-10-24,107
2013-10-25,124
2013-10-26,114
2013-10-27,95
2013-10-28,115
2013-10-29,103
2013-10-30,100
2013-10-31,113
2013-11-01,117
2013-11-02,84
2013-11-03,75
2013-11-04,93
2013-11-05,98
2013-11-06,91
2013-11-07,101
2013-11-08,105
2013-11-09,101
2013-11-10,98
2013-11-11,114
2013-11-12,106
2013-11-13,78
2013-11-14,93
2013-11-15,116
2013-11-16,132
2013-11-17,108
2013-11-18,85
2013-11-19,116
2013-11-20,113
2013-11-21,105
2013-11-22,139
2013-11-23,102
2013-11-24,77
2013-11-25,80
2013-11-26,106
2013-11-27,89
2013-11-28,74
2013-11-29,87
2013-11-30,84
2013-12-01,80
2013-12-02,99
2013-12-03,97
2013-12-04,98
2013-12-05,98
2013-12-06,116
2013-12-07,99
2013-12-08,76
2013-12-09,79
2013-12-10,66
2013-12-11,123
2013-12-12,96
2013-12-13,113
2013-12-14,109
2013-12-15,86
2013-12-16,103
2013-12-17,105
2013-12-18,102
2013-12-19,115
2013-12-20,125
2013-12-21,123
2013-12-22,101
2013-12-23,131
2013-12-24,85
2013-12-25,51
2013-12-26,69
2013-12-27,95
2013-12-28,96
2013-12-29,93
2013-12-30,113
2013-12-31,105
2014-01-01,100
2014-01-02,85
2014-01-03,85
2014-01-04,88
2014-01-05,79
2014-01-06,74
2014-01-07,75
2014-01-08,81
2014-01-09,107
2014-01-10,106
2014-01-11,118
2014-01-12,87
2014-01-13,114
2014-01-14,102
2014-01-15,115
2014-01-16,87
2014-01-17,107
2014-01-18,100
2014-01-19,99
2014-01-20,94
2014-01-21,71
2014-01-22,74
2014-01-23,86
2014-01-24,103
2014-01-25,111
2014-01-26,76
2014-01-27,90
2014-01-28,77
2014-01-29,87
2014-01-30,73
2014-01-31,100
2014-02-01,98
2014-02-02,74
2014-02-03,68
2014-02-04,93
2014-02-05,88
2014-02-06,86
2014-02-07,94
2014-02-08,71
2014-02-09,76
2014-02-10,66
2014-02-11,78
2014-02-12,73
2014-02-13,36
2014-02-14,76
2014-02-15,67
2014-02-16,56
2014-02-17,51
2014-02-18,69
2014-02-19,86
2014-02-20,87
2014-02-21,95
2014-02-22,95
2014-02-23,86
2014-02-24,71
2014-02-25,86
2014-02-26,82
2014-02-27,84
2014-02-28,80
2014-03-01,99
2014-03-02,63
2014-03-03,25
2014-03-04,56
2014-03-05,84
2014-03-06,87
2014-03-07,89
2014-03-08,103
2014-03-09,96
2014-03-10,70
2014-03-11,75
2014-03-12,68
2014-03-13,58
2014-03-14,90
2014-03-15,95
2014-03-16,79
2014-03-17,57
2014-03-18,80
2014-03-19,76
2014-03-20,81
2014-03-21,105
2014-03-22,95
2014-03-23,76
2014-03-24,83
2014-03-25,70
2014-03-26,74
2014-03-27,95
2014-03-28,98
2014-03-29,91
2014-03-30,61
2014-03-31,76
2014-04-01,86
2014-04-02,82
2014-04-03,77
2014-04-04,98
2014-04-05,110
2014-04-06,93
2014-04-07,84
2014-04-08,88
2014-04-09,90
2014-04-10,96
2014-04-11,110
2014-04-12,88
2014-04-13,88
2014-04-14,90
2014-04-15,91
2014-04-16,89
2014-04-17,93
2014-04-18,102
2014-04-19,101
2014-04-20,80
2014-04-21,106
2014-04-22,100
2014-04-23,93
2014-04-24,84
2014-04-25,116
2014-04-26,102
2014-04-27,101
2014-04-28,82
2014-04-29,75
2014-04-30,80
2014-05-01,83
2014-05-02,105
2014-05-03,99
2014-05-04,88
2014-05-05,109
2014-05-06,99
2014-05-07,90
2014-05-08,75
2014-05-09,113
2014-05-10,117
2014-05-11,84
2014-05-12,89
2014-05-13,95
2014-05-14,92
2014-05-15,107
2014-05-16,92
2014-05-17,135
2014-05-18,113
2014-05-19,127
2014-05-20,113
2014-05-21,111
2014-05-22,103
2014-05-23,116
2014-05-24,127
2014-05-25,111
2014-05-26,102
2014-05-27,119
2014-05-28,114
2014-05-29,110
2014-05-30,105
2014-05-31,106
2014-06-01,103
2014-06-02,85
2014-06-03,92
2014-06-04,111
2014-06-05,96
2014-06-06,132
2014-06-07,136
2014-06-08,104
2014-06-09,101
2014-06-10,98
2014-06-11,136
2014-06-12,125
2014-06-13,113
2014-06-14,100
2014-06-15,109
2014-06-16,107
2014-06-17,99
2014-06-18,131
2014-06-19,115
2014-06-20,135
2014-06-21,120
2014-06-22,117
2014-06-23,111
2014-06-24,100
2014-06-25,89
2014-06-26,128
2014-06-27,131
2014-06-28,113
2014-06-29,107
2014-06-30,105
2014-07-01,116
2014-07-02,79
2014-07-03,125
2014-07-04,125
2014-07-05,102
2014-07-06,125
2014-07-07,114
2014-07-08,110
2014-07-09,103
2014-07-10,113
2014-07-11,130
2014-07-12,133
2014-07-13,116
2014-07-14,106
2014-07-15,131
2014-07-16,101
2014-07-17,139
2014-07-18,139
2014-07-19,131
2014-07-20,121
2014-07-21,117
2014-07-22,124
2014-07-23,114
2014-07-24,123
2014-07-25,126
2014-07-26,141
2014-07-27,127
2014-07-28,117
2014-07-29,130
2014-07-30,131
2014-07-31,136
2014-08-01,132
2014-08-02,126
2014-08-03,104
2014-08-04,105
2014-08-05,115
2014-08-06,140
2014-08-07,114
2014-08-08,143
2014-08-09,115
2014-08-10,122
2014-08-11,110
2014-08-12,122
2014-08-13,96
2014-08-14,105
2014-08-15,125
2014-08-16,149
2014-08-17,121
2014-08-18,129
2014-08-19,135
2014-08-20,124
2014-08-21,140
2014-08-22,147
2014-08-23,146
2014-08-24,112
2014-08-25,122
2014-08-26,113
2014-08-27,112
2014-08-28,128
2014-08-29,131
2014-08-30,132
2014-08-31,124
2014-09-01,118
2014-09-02,102
2014-09-03,116
2014-09-04,111
2014-09-05,127
2014-09-06,132
2014-09-07,102
2014-09-08,113
2014-09-09,121
2014-09-10,107
2014-09-11,99
2014-09-12,119
2014-09-13,120
2014-09-14,103
2014-09-15,112
2014-09-16,128
2014-09-17,112
2014-09-18,112
2014-09-19,150
2014-09-20,142
2014-09-21,105
2014-09-22,149
2014-09-23,139
2014-09-24,138
2014-09-25,118
2014-09-26,140
2014-09-27,146
2014-09-28,133
2014-09-29,141
2014-09-30,124
2014-10-01,110
2014-10-02,107
2014-10-03,134
2014-10-04,111
2014-10-05,110
2014-10-06,97
2014-10-07,115
2014-10-08,121
2014-10-09,134
2014-10-10,126
2014-10-11,105
2014-10-12,133
2014-10-13,133
2014-10-14,132
2014-10-15,105
2014-10-16,114
2014-10-17,147
2014-10-18,157
2014-10-19,120
2014-10-20,114
2014-10-21,127
2014-10-22,132
2014-10-23,146
2014-10-24,145
2014-10-25,124
2014-10-26,125
2014-10-27,134
2014-10-28,104
2014-10-29,116
2014-10-30,140
2014-10-31,139
2014-11-01,124
2014-11-02,107
2014-11-03,115
2014-11-04,126
2014-11-05,95
2014-11-06,126
2014-11-07,137
2014-11-08,113
2014-11-09,107
2014-11-10,105
2014-11-11,89
2014-11-12,105
2014-11-13,95
2014-11-14,135
2014-11-15,147
2014-11-16,102
2014-11-17,119
2014-11-18,113
2014-11-19,97
2014-11-20,128
2014-11-21,125
2014-11-22,125
2014-11-23,100
2014-11-24,125
2014-11-25,103
2014-11-26,103
2014-11-27,60
2014-11-28,96
2014-11-29,101
2014-11-30,88
2014-12-01,112
2014-12-02,93
2014-12-03,84
2014-12-04,90
2014-12-05,133
2014-12-06,115
2014-12-07,99
2014-12-08,117
2014-12-09,93
2014-12-10,96
2014-12-11,88
2014-12-12,118
2014-12-13,119
2014-12-14,96
2014-12-15,117
2014-12-16,110
2014-12-17,105
2014-12-18,93
2014-12-19,111
2014-12-20,103
2014-12-21,80
2014-12-22,96
2014-12-23,107
2014-12-24,98
2014-12-25,42
2014-12-26,79
2014-12-27,105
2014-12-28,88
2014-12-29,107
2014-12-30,93
2014-12-31,102
2015-01-01,98
2015-01-02,75
2015-01-03,98
2015-01-04,82
2015-01-05,91
2015-01-06,63
2015-01-07,58
2015-01-08,73
2015-01-09,84
2015-01-10,86
2015-01-11,70
2015-01-12,88
2015-01-13,105
2015-01-14,82
2015-01-15,104
2015-01-16,116
2015-01-17,95
2015-01-18,87
2015-01-19,91
2015-01-20,93
2015-01-21,91
2015-01-22,92
2015-01-23,127
2015-01-24,99
2015-01-25,113
2015-01-26,90
2015-01-27,92
2015-01-28,105
2015-01-29,91
2015-01-30,112
2015-01-31,90
2015-02-01,65
2015-02-02,68
2015-02-03,80
2015-02-04,94
2015-02-05,63
2015-02-06,81
2015-02-07,78
2015-02-08,76
2015-02-09,75
2015-02-10,91
2015-02-11,79
2015-02-12,76
2015-02-13,73
2015-02-14,64
2015-02-15,60
2015-02-16,56
2015-02-17,41
2015-02-18,54
2015-02-19,52
2015-02-20,67
2015-02-21,50
2015-02-22,57
2015-02-23,66
2015-02-24,70
2015-02-25,64
2015-02-26,38
2015-02-27,73
2015-02-28,73
2015-03-01,61
2015-03-02,66
2015-03-03,70
2015-03-04,69
2015-03-05,39
2015-03-06,63
2015-03-07,80
2015-03-08,64
2015-03-09,80
2015-03-10,67
2015-03-11,72
2015-03-12,84
2015-03-13,104
2015-03-14,99
2015-03-15,65
2015-03-16,74
2015-03-17,78
2015-03-18,92
2015-03-19,84
2015-03-20,98
2015-03-21,83
2015-03-22,100
2015-03-23,90
2015-03-24,102
2015-03-25,76
2015-03-26,90
2015-03-27,106
2015-03-28,80
2015-03-29,71
2015-03-30,91
2015-03-31,78
2015-04-01,96
2015-04-02,81
2015-04-03,92
2015-04-04,91
2015-04-05,73
2015-04-06,74
2015-04-07,89
2015-04-08,78
2015-04-09,100
2015-04-10,89
2015-04-11,110
2015-04-12,93
2015-04-13,94
2015-04-14,92
2015-04-15,103
2015-04-16,95
2015-04-17,121
2015-04-18,107
2015-04-19,100
2015-04-20,93
2015-04-21,112
2015-04-22,116
2015-04-23,102
2015-04-24,123
2015-04-25,135
2015-04-26,120
2015-04-27,82
2015-04-28,84
2015-04-29,88
2015-04-30,113
2015-05-01,105
2015-05-02,113
2015-05-03,94
2015-05-04,75
2015-05-05,108
2015-05-06,99
2015-05-07,91
2015-05-08,109
2015-05-09,107
2015-05-10,96
2015-05-11,85
2015-05-12,102
2015-05-13,94
2015-05-14,102
2015-05-15,114
2015-05-16,106
2015-05-17,113
2015-05-18,110
2015-05-19,128
2015-05-20,112
2015-05-21,108
2015-05-22,149
2015-05-23,140
2015-05-24,130
2015-05-25,119
2015-05-26,109
2015-05-27,106
2015-05-28,125
2015-05-29,123
2015-05-30,108
2015-05-31,107
2015-06-01,106
2015-06-02,82
2015-06-03,109
2015-06-04,87
2015-06-05,134
2015-06-06,114
2015-06-07,103
2015-06-08,106
2015-06-09,95
2015-06-10,113
2015-06-11,122
2015-06-12,112
2015-06-13,134
2015-06-14,104
2015-06-15,123
2015-06-16,125
2015-06-17,128
2015-06-18,112
2015-06-19,163
2015-06-20,109
2015-06-21,108
2015-06-22,126
2015-06-23,112
2015-06-24,121
2015-06-25,115
2015-06-26,127
2015-06-27,105
2015-06-28,128
2015-06-29,108
2015-06-30,103
2015-07-01,130
2015-07-02,119
2015-07-03,121
2015-07-04,120
2015-07-05,100
2015-07-06,106
2015-07-07,112
2015-07-08,106
2015-07-09,108
2015-07-10,125
2015-07-11,128
2015-07-12,110
2015-07-13,114
2015-07-14,114
2015-07-15,134
2015-07-16,120
2015-07-17,112
2015-07-18,105
2015-07-19,105
2015-07-20,103
2015-07-21,113
2015-07-22,135
2015-07-23,144
2015-07-24,123
2015-07-25,133
2015-07-26,118
2015-07-27,103
2015-07-28,126
2015-07-29,122
2015-07-30,94
2015-07-31,131
2015-08-01,111
2015-08-02,107
2015-08-03,107
2015-08-04,137
2015-08-05,120
2015-08-06,117
2015-08-07,128
2015-08-08,118
2015-08-09,113
2015-08-10,103
2015-08-11,109
2015-08-12,131
2015-08-13,118
2015-08-14,104
2015-08-15,155
2015-08-16,119
2015-08-17,112
2015-08-18,96
2015-08-19,111
2015-08-20,93
2015-08-21,122
2015-08-22,119
2015-08-23,135
2015-08-24,105
2015-08-25,97
2015-08-26,93
2015-08-27,113
2015-08-28,137
2015-08-29,94
2015-08-30,125
2015-08-31,98
2015-09-01,102
2015-09-02,108
2015-09-03,98
2015-09-04,135
2015-09-05,121
2015-09-06,109
2015-09-07,110
2015-09-08,110
2015-09-09,109
2015-09-10,109
2015-09-11,112
2015-09-12,111
2015-09-13,77
2015-09-14,86
2015-09-15,108
2015-09-16,119
2015-09-17,113
2015-09-18,119
2015-09-19,132
2015-09-20,98
2015-09-21,114
2015-09-22,93
2015-09-23,130
2015-09-24,116
2015-09-25,131
2015-09-26,117
2015-09-27,94
2015-09-28,105
2015-09-29,92
2015-09-30,93
2015-10-01,103
2015-10-02,96
2015-10-03,81
2015-10-04,90
2015-10-05,133
2015-10-06,97
2015-10-07,102
2015-10-08,119
2015-10-09,122
2015-10-10,151
2015-10-11,105
2015-10-12,101
2015-10-13,114
2015-10-14,110
2015-10-15,107
2015-10-16,139
2015-10-17,119
2015-10-18,103
2015-10-19,121
2015-10-20,129
2015-10-21,98
2015-10-22,109
2015-10-23,127
2015-10-24,111
2015-10-25,113
2015-10-26,96
2015-10-27,112
2015-10-28,104
2015-10-29,96
2015-10-30,114
2015-10-31,116
2015-11-01,95
2015-11-02,93
2015-11-03,109
2015-11-04,84
2015-11-05,91
2015-11-06,127
2015-11-07,117
2015-11-08,76
2015-11-09,111
2015-11-10,110
2015-11-11,100
2015-11-12,114
2015-11-13,133
2015-11-14,96
2015-11-15,88
2015-11-16,109
2015-11-17,101
2015-11-18,120
2015-11-19,82
2015-11-20,143
2015-11-21,127
2015-11-22,95
2015-11-23,88
2015-11-24,117
2015-11-25,117
2015-11-26,67
2015-11-27,117
2015-11-28,111
2015-11-29,99
2015-11-30,100
2015-12-01,94
2015-12-02,105
2015-12-03,84
2015-12-04,131
2015-12-05,116
2015-12-06,79
2015-12-07,116
2015-12-08,112
2015-12-09,115
2015-12-10,124
2015-12-11,124
2015-12-12,118
2015-12-13,103
2015-12-14,99
2015-12-15,121
2015-12-16,118
2015-12-17,114
2015-12-18,121
2015-12-19,106
2015-12-20,95
2015-12-21,119
2015-12-22,148
2015-12-23,126
2015-12-24,128
2015-12-25,47
2015-12-26,100
2015-12-27,101
2015-12-28,99
2015-12-29,83
2015-12-30,102
2015-12-31,108
2016-01-01,103
2016-01-02,93
2016-01-03,100
2016-01-04,77
2016-01-05,92
2016-01-06,88
2016-01-07,78
2016-01-08,120
2016-01-09,89
2016-01-10,84
2016-01-11,107
2016-01-12,94
2016-01-13,92
2016-01-14,92
2016-01-15,119
2016-01-16,109
2016-01-17,81
2016-01-18,68
2016-01-19,89
2016-01-20,71
2016-01-21,95
2016-01-22,63
2016-01-23,28
2016-01-24,38
2016-01-25,36
2016-01-26,62
2016-01-27,73
2016-01-28,78
2016-01-29,91
2016-01-30,94
2016-01-31,77
2016-02-01,86
2016-02-02,89
2016-02-03,78
2016-02-04,69
2016-02-05,98
2016-02-06,93
2016-02-07,59
2016-02-08,102
2016-02-09,77
2016-02-10,84
2016-02-11,68
2016-02-12,78
2016-02-13,51
2016-02-14,61
2016-02-15,57
2016-02-16,72
2016-02-17,94
2016-02-18,90
2016-02-19,85
2016-02-20,94
2016-02-21,87
2016-02-22,94
2016-02-23,90
2016-02-24,91
2016-02-25,101
2016-02-26,100
2016-02-27,93
2016-02-28,74
2016-02-29,81
2016-03-01,87
2016-03-02,94
2016-03-03,70
2016-03-04,100
2016-03-05,85
2016-03-06,74
2016-03-07,117
2016-03-08,83
2016-03-09,76
2016-03-10,76
2016-03-11,97
2016-03-12,87
2016-03-13,76
2016-03-14,99
2016-03-15,109
2016-03-16,94
2016-03-17,88
2016-03-18,114
2016-03-19,101
2016-03-20,70
2016-03-21,108
2016-03-22,85
2016-03-23,91
2016-03-24,99
2016-03-25,101
2016-03-26,127
2016-03-27,81
2016-03-28,100
2016-03-29,98
2016-03-30,118
2016-03-31,84
2016-04-01,101
2016-04-02,109
2016-04-03,90
2016-04-04,88
2016-04-05,77
2016-04-06,82
2016-04-07,79
2016-04-08,94
2016-04-09,110
2016-04-10,96
2016-04-11,105
2016-04-12,96
2016-04-13,94
2016-04-14,90
2016-04-15,127
2016-04-16,105
2016-04-17,101
2016-04-18,113
2016-04-19,118
2016-04-20,104
2016-04-21,88
2016-04-22,133
2016-04-23,94
2016-04-24,85
2016-04-25,97
2016-04-26,99
2016-04-27,88
2016-04-28,99
2016-04-29,87
2016-04-30,88
2016-05-01,98
2016-05-02,84
2016-05-03,101
2016-05-04,83
2016-05-05,119
2016-05-06,113
2016-05-07,94
2016-05-08,116
2016-05-09,93
2016-05-10,86
2016-05-11,97
2016-05-12,114
2016-05-13,128
2016-05-14,125
2016-05-15,103
2016-05-16,133
2016-05-17,100
2016-05-18,96
2016-05-19,94
2016-05-20,125
2016-05-21,123
2016-05-22,97
2016-05-23,107
2016-05-24,111
2016-05-25,127
2016-05-26,116
2016-05-27,101
2016-05-28,90
2016-05-29,120
2016-05-30,108
2016-05-31,116
2016-06-01,104
2016-06-02,102
2016-06-03,112
2016-06-04,111
2016-06-05,100
2016-06-06,104
2016-06-07,108
2016-06-08,105
2016-06-09,122
2016-06-10,120
2016-06-11,103
2016-06-12,120
2016-06-13,121
2016-06-14,98
2016-06-15,114
2016-06-16,125
2016-06-17,143
2016-06-18,128
2016-06-19,98
2016-06-20,111
2016-06-21,124
2016-06-22,120
2016-06-23,119
2016-06-24,102
2016-06-25,118
2016-06-26,117
2016-06-27,122
2016-06-28,91
2016-06-29,116
2016-06-30,123
2016-07-01,129
2016-07-02,130
2016-07-03,76
