STATION,NAME,DATE,DAPR,MDPR,MDSF,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WESD,WESF,WT01,WT03,WT04,WT05,WT06,WT11
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/3/2008,,,,0,0,0,52,30,31,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/4/2008,,,,0,0,0,59,31,41,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/5/2008,,,,0.01,0,0,53,38,42,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/6/2008,,,,0,0,0,65,42,62,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/7/2008,,,,0.05,0,0,72,42,49,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/8/2008,,,,0,0,0,51,31,36,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/9/2008,,,,0,0,0,52,36,39,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/10/2008,,,,0,0,0,58,38,40,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/11/2008,,,,0,0,0,47,15,16,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/12/2008,,,,0,0,0,30,16,23,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/13/2008,,,,1.01,0,0,32,23,32,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/14/2008,,,,0.37,0,0,39,26,28,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/15/2008,,,,0,0,0,42,28,37,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/16/2008,,,,0,0,0,57,30,32,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/17/2008,,,,0,0,0,48,28,37,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/18/2008,,,,0.06,0,0,67,37,67,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/19/2008,,,,0.14,0,0,72,34,38,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/20/2008,,,,0,0,0,48,24,29,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/21/2008,,,,0.02,0.3,0,35,20,24,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/22/2008,,,,0.15,0.1,0,37,25,31,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/23/2008,,,,0,0,0,34,31,34,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/24/2008,,,,0.13,0,0,39,26,32,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/25/2008,,,,0,0,0,45,32,38,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/26/2008,,,,0.03,0,0,49,34,40,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/27/2008,,,,0.05,0,0,52,36,38,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/28/2008,,,,0,0,0,40,20,22,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",2/29/2008,,,,0,0,0,35,20,26,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/1/2008,,,,0,0,0,48,26,44,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/2/2008,,,,0,0,0,49,28,33,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/3/2008,,,,0,0,0,53,33,45,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/4/2008,,,,0,0,0,69,45,60,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/5/2008,,,,0.8,0,0,72,48,50,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/6/2008,,,,0,0,0,57,31,40,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/7/2008,,,,0,0,0,57,36,40,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/8/2008,,,,0.62,0,0,48,40,46,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/9/2008,,,,0.05,0,0,64,28,28,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/10/2008,,,,0,0,0,46,27,31,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/11/2008,,,,0,0,0,51,31,35,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/12/2008,,,,0,0,0,54,35,45,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/13/2008,,,,0,0,0,58,31,31,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/14/2008,,,,0,0,0,62,31,44,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/15/2008,,,,0.01,0,0,68,44,50,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/16/2008,,,,0.46,0,0,64,44,44,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/17/2008,,,,0.02,0,0,52,33,35,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/18/2008,,,,0,0,0,54,35,44,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/19/2008,,,,0,0,0,55,44,54,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/20/2008,,,,0.46,0,0,68,43,44,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/21/2008,,,,0,0,0,55,35,40,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/22/2008,,,,0,0,0,57,40,42,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/23/2008,,,,0,0,0,57,31,34,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/24/2008,,,,0,0,0,52,33,36,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/25/2008,,,,0,0,0,52,29,32,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/26/2008,,,,0,0,0,53,32,48,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/27/2008,,,,0,0,0,70,48,50,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/28/2008,,,,0.06,0,0,56,43,54,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/29/2008,,,,0,0,0,72,36,38,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/30/2008,,,,0,0,0,53,31,41,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",3/31/2008,,,,0,0,0,49,40,41,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/1/2008,,,,0.09,0,0,55,41,55,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/2/2008,,,,0.03,0,0,75,43,43,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/3/2008,,,,0,0,0,59,35,41,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/4/2008,,,,0.77,0,0,51,38,42,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/5/2008,,,,0,0,0,66,41,43,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/6/2008,,,,0.34,0,0,64,43,45,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/7/2008,,,,0.07,0,0,49,42,42,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/8/2008,,,,0,0,0,48,42,44,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/9/2008,,,,0,0,0,53,43,46,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/10/2008,,,,0,0,0,69,46,51,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/11/2008,,,,0,0,0,77,51,57,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/12/2008,,,,0.14,0,0,82,56,70,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/13/2008,,,,0.01,0,0,76,48,51,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/14/2008,,,,0.04,0,0,55,39,44,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/15/2008,,,,0,0,0,57,39,44,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/16/2008,,,,0,0,0,61,36,45,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/17/2008,,,,0,0,0,71,40,47,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/18/2008,,,,0,0,0,79,47,56,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/19/2008,,,,0,0,0,85,49,56,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/20/2008,,,,0.21,0,0,83,56,61,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/21/2008,,,,2.08,0,0,63,58,58,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/22/2008,,,,0.71,0,0,60,54,55,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/23/2008,,,,0,0,0,73,55,58,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/24/2008,,,,0,0,0,77,56,63,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/25/2008,,,,0,0,0,79,52,57,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/26/2008,,,,0,0,0,83,57,65,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/27/2008,,,,0.27,0,0,84,52,53,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/28/2008,,,,0.11,0,0,56,50,53,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/29/2008,,,,0.98,0,0,63,49,52,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",4/30/2008,,,,0,0,0,63,39,49,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/1/2008,,,,0,0,0,62,41,46,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/2/2008,,,,0.04,0,0,70,46,63,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/3/2008,,,,0,0,0,84,57,59,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/4/2008,,,,0,0,0,83,58,63,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/5/2008,,,,0,0,0,73,47,58,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/6/2008,,,,0,0,0,73,52,60,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/7/2008,,,,0,0,0,79,53,62,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/8/2008,,,,0.05,0,0,82,62,65,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/9/2008,,,,2.5,0,0,71,61,64,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/10/2008,,,,0.85,0,0,71,50,50,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/11/2008,,,,0.02,0,0,66,45,54,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/12/2008,,,,3.65,0,0,63,46,47,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/13/2008,,,,0.48,0,0,52,45,52,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/14/2008,,,,0,0,0,74,46,56,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/15/2008,,,,0,0,0,74,56,65,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/16/2008,,,,0.75,0,0,78,62,63,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/17/2008,,,,0.01,0,0,78,49,59,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/18/2008,,,,0,0,0,77,56,63,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/19/2008,,,,0.09,0,0,69,51,55,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/20/2008,,,,0.55,0,0,68,47,51,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/21/2008,,,,0.02,0,0,59,47,57,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/22/2008,,,,0,0,0,70,47,59,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/23/2008,,,,0,0,0,69,50,56,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/24/2008,,,,0,0,0,71,50,62,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/25/2008,,,,0,0,0,75,50,62,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/26/2008,,,,0,0,0,78,54,65,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/27/2008,,,,0,0,0,85,65,71,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/28/2008,,,,0,0,0,83,56,56,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/29/2008,,,,0,0,0,72,50,59,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/30/2008,,,,0,0,0,79,56,66,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",5/31/2008,,,,0,0,0,84,66,75,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/1/2008,,,,1.52,0,0,84,66,73,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/2/2008,,,,0,0,0,86,60,65,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/3/2008,,,,0,0,0,80,60,69,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/4/2008,,,,1.3,0,0,81,67,69,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/5/2008,,,,1.98,0,0,86,64,71,,,,1,,,,1
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/6/2008,,,,0,0,0,89,67,67,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/7/2008,,,,0,0,0,86,67,75,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/8/2008,,,,0.1,0,0,96,70,80,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/9/2008,,,,0,0,0,95,74,84,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/10/2008,,,,0,0,0,96,73,82,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/11/2008,,,,0.94,0,0,96,68,73,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/12/2008,,,,0,0,0,88,65,76,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/13/2008,,,,0,0,0,91,66,74,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/14/2008,,,,0,0,0,89,70,75,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/15/2008,,,,0.14,0,0,90,69,73,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/16/2008,,,,0,0,0,86,66,73,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/17/2008,,,,0.77,0,0,86,62,67,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/18/2008,,,,0,0,0,78,56,65,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/19/2008,,,,0.04,0,0,80,55,62,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/20/2008,,,,0,0,0,79,60,68,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/21/2008,,,,0.04,0,0,83,64,70,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/22/2008,,,,0,0,0,86,66,71,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/23/2008,,,,0.03,0,0,87,67,70,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/24/2008,,,,0.04,0,0,87,59,67,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/25/2008,,,,0,0,0,83,63,72,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/26/2008,,,,0,0,0,86,70,75,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/27/2008,,,,0,0,0,93,72,79,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/28/2008,,,,0.19,0,0,91,69,76,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/29/2008,,,,0.67,0,0,90,69,74,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",6/30/2008,,,,0,0,0,87,71,79,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/1/2008,,,,0.09,0,0,83,62,67,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/2/2008,,,,0,0,0,81,67,71,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/3/2008,,,,0,0,0,85,65,73,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/4/2008,,,,0,0,0,91,71,77,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/5/2008,,,,0.18,0,0,91,69,70,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/6/2008,,,,0.03,0,0,81,69,73,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/7/2008,,,,0.1,0,0,84,69,72,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/8/2008,,,,0,0,0,85,70,74,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/9/2008,,,,0,0,0,90,73,75,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/10/2008,,,,0.09,0,0,85,73,76,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/11/2008,,,,0,0,0,86,65,74,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/12/2008,,,,0,0,0,88,69,76,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/13/2008,,,,0,0,0,91,70,73,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/14/2008,,,,1.3,0,0,91,68,69,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/15/2008,,,,0,0,0,85,65,76,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/16/2008,,,,0,0,0,89,66,76,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/17/2008,,,,0,0,0,91,67,77,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/18/2008,,,,0,0,0,95,74,78,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/19/2008,,,,0,0,0,93,72,78,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/20/2008,,,,0,0,0,94,76,81,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/21/2008,,,,0.12,0,0,94,71,78,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/22/2008,,,,0,0,0,93,72,81,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/23/2008,,,,0,0,0,91,74,75,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/24/2008,,,,2.02,0,0,86,64,65,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/25/2008,,,,0,0,0,84,62,69,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/26/2008,,,,0,0,0,88,69,73,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/27/2008,,,,0,0,0,89,73,78,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/28/2008,,,,0.77,0,0,90,64,67,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/29/2008,,,,0.02,0,0,87,67,72,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/30/2008,,,,0,0,0,91,72,76,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",7/31/2008,,,,0,0,0,92,74,81,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/1/2008,,,,0,0,0,85,73,78,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/2/2008,,,,0.11,0,0,91,67,71,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/3/2008,,,,0.04,0,0,87,65,73,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/4/2008,,,,0,0,0,86,65,72,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/5/2008,,,,0,0,0,88,69,77,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/6/2008,,,,0,0,0,86,72,78,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/7/2008,,,,0,0,0,92,67,74,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/8/2008,,,,0.45,0,0,85,64,70,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/9/2008,,,,0,0,0,84,63,67,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/10/2008,,,,0,0,0,83,62,67,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/11/2008,,,,0,0,0,85,60,68,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/12/2008,,,,0,0,0,78,62,68,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/13/2008,,,,0,0,0,85,63,68,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/14/2008,,,,0,0,0,86,63,71,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/15/2008,,,,0.06,0,0,87,63,70,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/16/2008,,,,0,0,0,81,62,69,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/17/2008,,,,0,0,0,85,60,70,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/18/2008,,,,0,0,0,88,64,69,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/19/2008,,,,0,0,0,90,67,73,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/20/2008,,,,0,0,0,93,64,66,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/21/2008,,,,0,0,0,84,60,65,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/22/2008,,,,0,0,0,86,61,68,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/23/2008,,,,0,0,0,85,62,68,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/24/2008,,,,0,0,0,86,68,75,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/25/2008,,,,0,0,0,91,71,74,,,,,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",8/26/2008,,,,0,0,0,89,66,66,,,,,,,,
